mean,std,rms,peak,skewness,kurtosis,label
0.01228742578125,0.0715891689163355,0.0726360099293825,0.243036923076923,-0.1108290832170172,-0.1373553868283377,0
0.012230619717596,0.1384279101860978,0.1389671701416087,0.5386348902195609,-0.0291970653676557,0.1485411447374147,1
0.013135333233173,0.0719965464684112,0.0731849689657964,0.2367784615384615,0.023288220199739,-0.2823845108392957,0
0.01380233203125,0.0703416368315449,0.0716829843243278,0.2401163076923076,0.0108300490236434,-0.2010964112407873,0
0.01156705078125,0.071869534019233,0.0727944131367079,0.208824,-0.1607574375777978,-0.2317235937958539,0
0.0101403778185815,0.1456570631123919,0.146009613713724,0.4931530538922156,0.0007014966425045,0.0881491526732221,1
0.0106625075120192,0.0748193358713319,0.0755752743076136,0.2584744615384615,-0.082678878092698,-0.0193418226913344,0
0.0127432262818113,0.292602563417343,0.2928799240891558,1.4987889421157683,0.1659990166303938,2.336251698565974,2
0.0107330985576923,0.0708946324667143,0.0717024986819821,0.2202978461538461,-0.0502149863394993,-0.2474166241424118,0
0.0098912524560254,0.1427112108423968,0.1430535793863679,0.522391377245509,-0.0309892417274349,0.1819739323421312,1
0.0119010699304515,0.2928662210142971,0.2931079304227107,1.4869311776447105,0.1692290753686937,2.6846041548912085,2
0.0214833942466629,0.6463099127276551,0.6466668690433945,3.2020024950099804,-0.0006072158026094,4.813969190843849,3
0.018265624122848,0.6960298943108167,0.6962695216645088,3.2641339321357283,0.0502935062790346,4.466010483896215,3
0.0120049597355769,0.0722660932360883,0.0732564487936716,0.272868923076923,-0.1374224801325285,-0.0430004594218713,0
0.0147272478966346,0.073173610319993,0.0746409343314452,0.2605606153846154,0.1030743877853251,-0.1160526273637732,0
0.0118329131610576,0.0716962361646794,0.0726661414556918,0.208824,-0.1412362652474812,-0.0980199817727176,0
0.0137759742429204,0.2930809685697588,0.2934045528006162,1.6638230339321358,0.1733574864047756,2.5172413534083447,2
0.0136882529277382,0.2872210771695198,0.2875470664754432,1.5907272255489022,0.1378435330226949,2.607618945055528,2
0.0107405345552884,0.0721966043762869,0.0729911553957015,0.2492953846153846,-0.0219586732668604,-0.1771195132176437,0
0.0109388617788461,0.0708270802427996,0.071666826305737,0.2367784615384615,-0.1027284862634575,-0.1874674450085414,0
0.0152732644671594,0.2899332590041294,0.2903352670349218,1.5645751696606789,0.1177826401140919,2.504976250021532,2
0.012356808336452,0.1376126847089324,0.1381663551848418,0.4294784830339321,0.0139233916826421,0.0836280818482522,1
0.00833860546875,0.0737478251275809,0.0742177475554986,0.2553452307692307,-0.117719412520374,-0.175002869318452,0
0.0128455330528846,0.0711909797315444,0.0723406062633561,0.2125790769230769,-0.0527950948588062,-0.3833289111547229,0
0.0127293463268774,0.2904592867017112,0.2907380840020386,1.3798864271457083,0.1712994206186046,2.1359268432741176,2
0.0118194557954403,0.2985084461077873,0.298742350417523,1.5135705389221557,0.1797654145726246,1.8675303647615111,2
0.0151069930889423,0.0777196068906456,0.0791742289853576,0.2653587692307692,-0.0115284655610278,-0.3541581098115496,0
0.0120129820242327,0.1359308680630752,0.1364606633044691,0.4644020359281437,0.0042999679087973,-0.1428553347178929,1
0.0334794427258763,0.675161288024295,0.675990856396638,3.4923552894211576,0.0519907592814771,4.8535122165655205,3
0.0116282296734655,0.1358697088790441,0.136366394380049,0.5790812375249501,-0.0031439581228335,0.0178139669408792,1
0.0145120877385853,0.1327053282625135,0.1334964600272002,0.4736608383233533,0.0389818627574126,-0.1752981801218731,1
0.016260367205043,0.6616821757961457,0.6618819391008977,3.372559381237525,0.1002010151279493,4.957627863146731,3
0.0113940153482098,0.1460776417866707,0.1465213329713804,0.4523818363273453,0.0043677180805871,-0.1601638553934643,1
0.0274644651127432,0.6558757780439088,0.6564505564538976,3.314488822355289,0.1135703401911489,4.889390861891855,3
0.0140726880223927,0.2903626112201194,0.290703434005761,1.5579153293413173,0.1415953573482319,2.472472392151729,2
0.0115374151111838,0.1453725266050878,0.1458296384106973,0.5313253093812376,0.0378197496471068,-0.0618520955587209,1
0.0221670811696918,0.6540158959065302,0.6543914513393378,3.466771756487026,0.0410880712548085,4.638203074745436,3
0.0127657743389423,0.0754206061500384,0.0764933515183641,0.2561796923076923,0.0009815269369557,-0.2606712730838567,0
0.0247925737879709,0.7033570562499363,0.703793876281691,3.206063373253493,-0.0178866373852896,4.55779228061845,3
0.0129888542668269,0.0698773852035416,0.0710743223537797,0.2284338461538461,-0.0529159175883039,-0.1551028068465418,0
0.0117078609577719,0.2908502383044734,0.2910857865474978,1.4191957285429142,0.1825053509800659,1.982206149312843,2
0.0155949621655127,0.2827133945597944,0.2831431904681194,1.203806746506986,0.1107242618777123,2.409286611031842,2
0.0143210202446669,0.2866700444010683,0.2870275352257317,1.5072355688622756,0.1135222477631087,2.4665575856890856,2
0.0250065233790232,0.6930084997702176,0.6934595207834942,3.260073053892216,0.0391211265184679,4.679391789542511,3
0.0130596490384615,0.0747708903863941,0.075902835798025,0.2353181538461538,-0.0912610223663976,-0.4440929580803732,0
0.0147742999157934,0.1381819403704569,0.1389695239343731,0.4099862674650698,-0.0337361106772366,-0.2865926145034088,1
0.0110743005005613,0.1403546149300323,0.1407908308936856,0.5576398003992016,-0.0127330304878938,-0.0721110376067599,1
0.03105580430935,0.6658132721372904,0.6665371530045914,3.239362574850299,0.0616153185892924,4.2366913349057285,3
0.013904462968594,0.2911327988994548,0.2914646474025201,1.61509249500998,0.198769916681242,2.357252333216353,2
0.0181912672214165,0.6648935675671404,0.665142374529905,3.2214947105788423,-0.0106926863448404,4.801330385060562,3
0.0136596219951923,0.0703651983908667,0.071678772433947,0.1938036923076923,-0.0917083219299513,-0.3452867640706505,0
0.0153755002495009,0.2898733501822652,0.2902808384199903,1.5653873453093812,0.1301922318860669,2.5090314853784506,2
0.0146004284855769,0.0726327362389646,0.0740856726062566,0.2117446153846153,-0.0948088920612633,-0.4247889681448904,0
0.0145186708029254,0.2934634838108487,0.293822409173099,1.4373884630738525,0.1410912356550374,2.043940012268932,2
0.0121975457678393,0.2894993900803835,0.2897562371713033,1.4474594411177644,0.2072952582389415,2.706912638491332,2
0.0187135500970714,0.6836644463257939,0.6839205159425984,3.630425149700599,0.0906260375857776,4.925922256028515,3
0.0132196656491704,0.1394008731454386,0.1400262939364836,0.4954271457085829,-0.0026717449369538,-0.0526559458176572,1
0.0135482857572115,0.0734084077290951,0.0746481772870586,0.2536763076923076,-0.0134382113070802,-0.1064779083712057,0
0.0136228981685067,0.1345133411881459,0.1352014138687464,0.4954271457085829,0.0227453732471068,0.122297862472668,1
0.0274884576062718,0.6541411756434907,0.6547184837575765,3.314488822355289,0.0866882043519802,5.024112069487219,3
0.0102846977163461,0.0729670954779611,0.0736883439195542,0.2492953846153846,-0.1476436241058693,-0.0662682737092614,0
0.0130274603365384,0.0700841289416551,0.0712846396661344,0.2309372307692307,-0.0650421596827198,-0.1844982040847056,0
0.0117787220552884,0.0696571245929096,0.0706459715752276,0.2461661538461538,-0.0944410547634098,-0.0245260570890124,0
0.0087063308293269,0.0716993642416301,0.0722260273666193,0.2553452307692307,-0.1323882774194975,-0.1553466084214121,0
0.0117453764931075,0.130851541911214,0.1313776232450071,0.4405240718562874,-0.0361851019353317,-0.2306117508549117,1
0.0122127740612524,0.1380672016239265,0.138606291395929,0.5386348902195609,-0.0681305529863393,0.3586325387882016,1
0.0139141775841346,0.0701637604700426,0.0715301168819144,0.2641070769230769,-0.0429750492524292,-0.1537407259761405,0
0.0123199200721153,0.0730354351405409,0.0740672344343399,0.2278079999999999,-0.0637454851956853,-0.3488603705621589,0
0.0169658654858252,0.6467510134684233,0.6469735033323357,3.379462874251497,0.1072676757104359,4.799830343690789,3
0.0137329633413461,0.0741386013000742,0.075399777750774,0.2298941538461538,-0.0111820543147217,-0.0816434173303188,0
0.0102362109375,0.0720508618123544,0.0727743547017765,0.2207150769230769,-0.1203966338735284,-0.3505841274302614,0
0.010359770733173,0.0772002421541149,0.0778922476135969,0.2732861538461538,-0.1291220638520574,-0.0449732770808859,0
0.0141554909855769,0.0731574536175764,0.0745143673720081,0.2052775384615384,0.0304877700278437,-0.4437876866383643,0
0.0114851529447115,0.0699234210451267,0.070860380670848,0.2355267692307692,-0.0158777256823241,-0.2503918180962849,0
0.0132976009615384,0.0716606760358142,0.0728840084054261,0.2257218461538461,-0.0214478447425373,-0.315748524858324,0
0.0115091000031187,0.1339692816499028,0.1344627376215165,0.4853561676646706,0.046197617916761,-0.0625403929681605,1
0.0178680625565275,0.6835793148900288,0.683812801434022,3.278347005988024,0.0421488331633933,4.792797588948436,3
0.0115557366516966,0.1339292186418603,0.1344268226790419,0.5160564071856288,0.0121554696491088,0.3279740911417392,1
0.0248631632730632,0.709326462634913,0.7097620780811705,3.347788023952096,0.0269445450499657,4.374685936515101,3
0.0093955357572115,0.0749722853641987,0.0755587166705198,0.2184203076923076,-0.1077882779670513,-0.3580811249759623,0
0.0182251739684693,0.6904945254138674,0.6907350046093674,3.301900099800399,0.0738836633223059,5.020168860146652,3
0.0133911111778846,0.0763099158247014,0.0774759647358552,0.238656,-0.0589195194468698,-0.3751415746874533,0
0.00932117578125,0.0729195636691034,0.0735129041980888,0.2866375384615384,-0.1597048931744439,0.0041731454747151,0
0.0133033052884615,0.0710906361476579,0.0723246602444608,0.2278079999999999,-0.0612274036531602,-0.2336760071663288,0
0.0113511012620192,0.071268727522421,0.0721670217102362,0.2628553846153846,-0.0330261150222188,-0.2578720609072564,0
0.0144466536653255,0.2907847987143616,0.2911434439678793,1.6258132135728545,0.1213869808426833,2.947071169175027,2
0.0108902919551521,0.1370160331571305,0.1374481422245654,0.4530315768463073,-0.0351043434418333,-0.1207964888344377,1
0.0120420902725798,0.2887293813337211,0.2889803930779496,1.608432654690619,0.1908976843214641,2.9122106956281364,2
0.0142385336553455,0.2877073747793227,0.2880594892432188,1.5907272255489022,0.1198421649386667,2.6632335998454817,2
0.0123755372596153,0.0714698543627194,0.0725333992385056,0.2486695384615384,0.0833129242836449,-0.0089781204063608,0
0.0120922960524263,0.2899128231991755,0.2901648991162369,1.423419041916168,0.1866082963758544,2.064070372785295,2
0.0135844471153846,0.0745229468574666,0.0757509525468259,0.2561796923076923,-0.0224766693924489,-0.3044306344234604,0
0.0338478563868357,0.6736629824726716,0.6745127807061619,3.4923552894211576,0.1361631688744995,4.658715202732171,3
0.0121479753605769,0.0769636016209357,0.0779164249682138,0.226764923076923,-0.1038953461249539,-0.1480896916347571,0
0.0119994591346153,0.0730542174401259,0.0740331392371855,0.2171686153846153,-0.0601606269873469,-0.3203309475087885,0
0.0119189155867951,0.2871564691359102,0.2874037200792086,1.322709261477046,0.1958363664908971,2.156331907391828,2
0.0131952286658653,0.0693476613972914,0.0705918706425737,0.2207150769230769,-0.0966396979546614,-0.2380771531026759,0
0.011925815907248,0.2915939425639318,0.2918377159056572,1.344638003992016,0.1959265333562186,2.1656075134472887,2
0.0141114861778846,0.0746574477109711,0.0759793955021031,0.2328147692307692,0.0181898784049145,-0.4448333703652687,0
0.0100548772961888,0.1482219238087264,0.1485625768994376,0.6039338123752496,-0.0027574146480561,0.3086759238357044,1
0.0137771639533433,0.2872981261631824,0.2876282731990601,1.3126382834331338,0.1076443579244908,1.9190837397919944,2
0.0109161463341346,0.0728579486951221,0.0736711811962404,0.2419938461538461,-0.0530690832703858,-0.1662850880702935,0
0.012719352759325,0.293227366807583,0.2935031014819519,1.739030499001996,0.2100752573404084,2.4418498176727903,2
0.0113081975697043,0.1380774639576875,0.1385397465901463,0.4720364870259481,-0.0337077299017404,-0.078653561157469,1
0.0165476822721744,0.6780832482905736,0.6782851298686096,3.1451501996007987,0.1081356810562167,4.446409331098164,3
0.0135632596153846,0.0696187651908219,0.0709276707504844,0.2052775384615384,0.0385646694403893,-0.3609240080166436,0
0.0093950264423076,0.0727087731841807,0.0733132472326816,0.2207150769230769,-0.0721977918232218,-0.312812111654988,0
0.0122792392168787,0.1321982577359929,0.1327673117306265,0.4650517764471058,-0.0516068248521021,0.0264297391523018,1
0.0113216809544972,0.1353344702589135,0.1358072137255461,0.5191426746506986,-0.028387173101539,0.0227123428230675,1
0.0115708856310815,0.1435572802679481,0.1440228388562654,0.5105336127744511,0.0344878625642979,-0.1493654637509318,1
0.0120485147088635,0.2928370459606841,0.2930848037576659,1.5481692215568863,0.1894894160007267,2.8073098191025183,2
0.014815939780595,0.1345308690420763,0.1353442529138142,0.436950499001996,0.0037060631059402,-0.0768324374831013,1
0.0118150142098615,0.2920391192640139,0.2922780213106695,1.4987889421157683,0.1649488582247777,2.2891516136801027,2
0.0115199900841346,0.0713047523611987,0.0722293422428201,0.2459575384615384,-0.0240807024315725,-0.3207267080019442,0
0.0085848082932692,0.0702593377592797,0.0707818725084659,0.2866375384615384,-0.0850991978507285,-0.0099698189624053,0
0.0120419359975961,0.0718934121723071,0.0728949308000731,0.2369870769230769,0.0566097229193564,-0.1739267988359611,0
0.0114069221754807,0.0697108324180087,0.0706379361952851,0.2194633846153846,-0.0083867440342187,-0.1575847354624255,0
